,index,user_id,experiment_id,scenario_type,input_type,input_state,hand,event_datetime,hand_location,hand_rotation
0,0,AB,1,T1,IA_Move,started,Left,2024-10-25 13:42:44.231,(12.439699;21.167877;3.687447),(7.688679;37.075134;-2.323014)
1,1,AB,1,T1,IA_Move,completed,Left,2024-10-25 13:42:44.410,(8.910682;25.194294;2.66423),(16.434425;24.027987;-3.911073)
2,2,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:42:52.194,(2.9002;18.054125;12.632156),(-52.866524;8.196787;-59.73838)
3,3,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:42:52.306,(2.37906;18.506182;12.916664),(-52.332615;6.168779;-53.252922)
4,4,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:42:58.155,(0.567786;19.819101;14.299545),(-48.81218;-5.926641;-57.360939)
5,5,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:42:58.266,(0.306428;19.79472;14.688103),(-52.394062;-5.66761;-55.418537)
6,6,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:43:04.542,(14.988316;10.852392;27.488365),(20.427162;80.260933;21.056816)
7,7,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:43:04.654,(14.892277;11.244697;27.510101),(22.542416;79.28331;22.777811)
8,8,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:43:04.986,(14.725;11.264053;28.055016),(24.424051;79.50956;22.148808)
9,9,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:43:05.071,(14.731009;11.189819;28.25209),(22.041658;79.896027;18.009817)
10,10,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:43:05.332,(14.949606;10.882723;28.288879),(18.77384;80.534195;11.822999)
11,11,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:43:05.429,(14.895694;10.500238;28.325134),(10.204173;80.56356;1.341583)
12,12,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:43:05.845,(18.453505;14.064544;11.393097),(-32.240353;61.859661;-27.742071)
13,13,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:43:05.930,(17.569201;17.276962;2.467598),(6.024923;31.718098;4.251594)
14,14,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:30.891,(8.700905;15.524632;7.624985),(-0.342098;39.321011;-86.831009)
15,15,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:31.375,(8.045517;16.433729;8.894485),(1.133239;31.408905;-83.423599)
16,16,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:32.304,(24.669182;30.403452;12.398163),(-51.016979;-29.585033;-10.744842)
17,17,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:32.429,(23.844145;29.688267;12.061424),(-43.000023;-22.428768;-3.824887)
18,18,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:33.332,(10.114518;6.682041;6.88974),(-0.945162;7.8798;-160.455643)
19,19,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:33.444,(10.809385;6.495566;7.855057),(-4.535438;2.907046;-163.470001)
20,20,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:34.317,(32.460995;21.758139;14.276497),(-51.796356;-20.218679;15.477557)
21,21,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:34.928,(10.969704;34.667709;8.707222),(79.337898;-66.373817;-149.629822)
22,22,AB,1,T1,IA_Move,started,Left,2024-10-25 13:43:39.391,(16.725811;17.802927;1.293182),(-10.719077;27.210171;-112.026711)
23,23,AB,1,T1,IA_Move,completed,Left,2024-10-25 13:43:40.584,(12.434517;3.945373;6.072067),(9.616457;-11.876904;-90.805389)
24,24,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:43:45.092,(27.809908;12.316101;33.572418),(20.693409;77.164574;5.838221)
25,25,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:43:45.189,(27.936846;12.479093;33.734985),(26.443869;76.857437;11.451868)
26,26,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:48.103,(20.076937;7.597778;10.907188),(-12.814496;45.239124;-58.13361)
27,27,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:48.312,(19.964012;9.543167;14.659836),(-17.406912;47.35273;-67.050957)
28,28,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:48.798,(6.814969;42.778503;9.196304),(-31.764149;-3.753064;79.91288)
29,29,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:48.948,(11.353657;40.474331;5.787781),(-26.653908;-8.115604;61.584324)
30,30,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:49.310,(4.908194;2.633081;4.321213),(10.450323;0.798751;-84.220726)
31,31,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:49.463,(4.309534;0.644287;3.125076),(5.757056;-6.024312;-93.424286)
32,32,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:49.824,(24.940464;43.624088;11.037117),(-98.995651;-70.256073;52.029964)
33,33,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:49.964,(33.823334;42.661591;4.968605),(-79.568314;-72.622345;49.828609)
34,34,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:50.338,(8.848171;7.791793;8.285576),(-6.590637;0.846597;-53.069946)
35,35,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:50.449,(9.267677;0.60284;0.576073),(-3.918988;6.269998;-75.764542)
36,36,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:50.754,(2.031644;21.263493;13.140282),(-15.798762;-31.286549;-32.932404)
37,37,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:50.906,(9.793486;39.226757;10.844055),(-46.216793;-47.633045;24.446339)
38,38,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:51.879,(10.950483;16.258711;11.866287),(-28.540977;1.801122;-69.087349)
39,39,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:51.949,(11.533426;17.086277;11.1819),(-23.27677;4.998371;-55.415794)
40,40,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:53.062,(18.001236;24.744738;11.713043),(16.857563;56.361511;52.734932)
41,41,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:53.144,(18.737062;25.047243;13.397087),(15.260377;60.612423;54.072632)
42,42,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:54.212,(24.004797;13.444907;8.336166),(-7.064865;52.849342;-0.280841)
43,43,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:56.200,(54.799995;8.601139;46.174927),(-139.736618;83.492645;-139.986908)
44,44,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:57.089,(0.448851;18.965256;16.110687),(-24.143347;-17.665695;18.464329)
45,45,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:57.187,(0.241557;19.218719;14.082985),(-11.603913;-12.542871;15.145664)
46,46,AB,1,T1,IA_Move,started,Right,2024-10-25 13:43:59.004,(14.769369;4.806309;2.080505),(-20.337914;21.149929;-100.179039)
47,47,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:43:59.212,(14.944677;2.530407;4.499985),(-10.123457;21.534336;-95.554367)
48,48,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:08.483,(12.822178;15.366859;9.324593),(-33.795502;-2.859029;-132.982925)
49,49,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:08.940,(5.91648;18.881723;3.454971),(-23.097076;16.617262;-132.158157)
50,50,AB,1,T1,IA_Grab,started,Left,2024-10-25 13:44:10.688,(4.8231;27.591356;0.137924),(61.603931;17.107431;-24.471663)
51,51,AB,1,T1,IA_Grab,completed,Left,2024-10-25 13:44:11.880,(2.914759;32.842148;5.377655),(18.763489;17.756212;-73.542953)
52,52,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:12.379,(21.864862;5.794298;11.115517),(-15.896443;-7.974377;-50.670288)
53,53,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:12.462,(21.936199;5.083166;10.546898),(-16.652723;-8.141799;-48.370506)
54,54,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:44:14.519,(35.160053;23.943398;6.504898),(-90.213196;-3.102349;-127.498032)
55,55,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:44:16.032,(22.423248;21.636206;9.265503),(-69.775238;49.566845;-143.369217)
56,56,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:44:18.115,(29.976269;10.295012;32.076866),(38.757397;72.954536;26.026667)
57,57,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:44:18.213,(30.510542;10.685491;32.088593),(34.985023;75.59491;24.399105)
58,58,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:44:19.737,(27.270676;20.347006;5.55838),(-40.491638;52.725731;-85.360916)
59,59,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:44:20.170,(33.681713;11.286873;8.73571),(-52.313267;50.350159;-93.170815)
60,60,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:44:20.822,(33.685783;31.43568;13.900085),(-74.075066;42.470955;-96.120354)
61,61,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:44:21.670,(22.070694;21.027805;2.549744),(-80.288506;20.078775;-153.132156)
62,62,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:44:24.113,(18.64138;38.65416;2.874001),(-83.394211;24.287573;-132.403885)
63,63,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:44:26.186,(2.735003;22.624329;9.696228),(-57.443867;43.426197;-156.37381)
64,64,AB,1,T1,IA_Grab,started,Left,2024-10-25 13:44:26.517,(33.456474;14.759415;1.50882),(93.391205;4.114114;-76.205978)
65,65,AB,1,T1,IA_Grab,completed,Left,2024-10-25 13:44:27.416,(39.043404;25.235712;7.802444),(51.462444;22.869858;-110.923264)
66,66,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:29.419,(17.362175;27.220245;4.13044),(-5.194084;25.501976;58.184494)
67,67,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:29.890,(27.384518;27.624357;18.137672),(-4.809641;65.23452;7.36936)
68,68,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:30.289,(33.408699;18.538822;11.476334),(-12.448407;53.511616;-8.384873)
69,69,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:30.512,(41.525364;17.70245;25.008316),(19.959377;75.0112;30.067898)
70,70,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:31.209,(13.502907;0.365667;8.51844),(-16.056274;14.2837;-95.639549)
71,71,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:31.333,(13.60032;4.217762;4.761467),(1.137948;31.224642;-83.195137)
72,72,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:44:42.253,(28.722544;0.208892;32.76767),(44.524933;74.083527;20.63728)
73,73,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:44:42.378,(28.533506;0.113328;32.865005),(47.152878;75.750717;20.498047)
74,74,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:43.015,(18.872272;10.277563;0.445732),(-2.002344;20.09137;-77.782578)
75,75,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:43.279,(15.285873;11.772715;1.635529),(-6.038291;13.137996;-86.455093)
76,76,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:44:44.211,(0.732558;40.51099;3.566696),(-4.00386;27.040552;-81.240753)
77,77,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:44:44.571,(0.399177;38.237019;3.196075),(-9.933262;27.914867;-91.794113)
78,78,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:45.074,(29.229843;13.740797;4.775803),(-2.673283;15.722301;-39.214798)
79,79,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:45.375,(35.247181;2.871489;4.523811),(-15.373922;3.487854;-40.88665)
80,80,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:44:46.014,(18.95471;34.767365;2.981873),(-36.023037;41.031364;-90.515686)
81,81,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:44:46.388,(11.832795;33.747082;6.99337),(-16.72271;42.493031;-102.235748)
82,82,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:46.902,(29.460644;28.86162;13.569572),(-14.181263;26.584318;-94.126602)
83,83,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:47.180,(31.342094;29.603191;15.325661),(-16.434269;23.796467;-90.389923)
84,84,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:44:48.487,(16.19902;2.789355;3.18351),(-20.646769;17.891478;155.154282)
85,85,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:44:49.014,(26.923571;0.236898;13.357094),(-25.083599;45.060505;151.070343)
86,86,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:50.349,(6.855881;1.555552;6.959106),(-23.19825;12.372502;59.749367)
87,87,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:50.530,(4.021406;4.337495;7.758873),(-21.009558;21.285877;61.412827)
88,88,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:44:51.587,(29.237677;11.257198;3.853111),(-61.447742;20.874454;159.541214)
89,89,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:44:52.696,(24.141022;29.168211;5.063255),(-87.206505;9.4095;144.879105)
90,90,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:54.264,(9.785656;30.610376;1.938942),(13.039207;41.674156;90.502625)
91,91,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:54.558,(9.660843;32.654739;11.263947),(22.211704;55.854813;64.527252)
92,92,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:55.081,(25.372232;11.204288;0.909729),(-2.857177;40.50708;-2.966515)
93,93,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:55.427,(38.282814;7.386907;23.832191),(38.258671;76.617767;28.953135)
94,94,AB,1,T1,IA_Move,started,Right,2024-10-25 13:44:56.206,(16.463728;0.512552;6.383904),(-23.218565;26.903765;-85.024773)
95,95,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:44:56.373,(17.560364;6.566299;1.262375),(-10.550599;36.529831;-77.188194)
96,96,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:45:16.431,(34.917282;4.714361;30.848099),(32.914612;78.385201;14.366742)
97,97,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:45:16.515,(34.67757;4.320158;30.954079),(43.218216;76.308281;20.749189)
98,98,AB,1,T1,IA_Move,started,Right,2024-10-25 13:45:19.096,(8.379964;12.837793;7.525269),(-1.953739;-1.12074;-151.501617)
99,99,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:45:19.235,(6.435989;10.947235;7.675285),(-2.564293;-1.637644;-160.01738)
100,100,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:45:21.417,(20.920223;35.045242;8.447556),(-51.015896;30.235035;-165.007812)
101,101,AB,1,T1,IA_Move,started,Right,2024-10-25 13:45:22.720,(26.272808;10.387697;1.208794),(-19.590916;18.848579;-63.331375)
102,102,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:45:23.442,(32.762856;17.930424;4.020973),(-0.246737;42.04644;-43.141113)
103,103,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:45:25.012,(32.176735;22.810444;2.035133),(-18.276745;19.641283;-43.557377)
104,104,AB,1,T1,IA_Move,started,Right,2024-10-25 13:45:26.387,(23.509798;6.588695;7.601395),(-12.144239;40.219738;128.803055)
105,105,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:45:26.845,(24.093531;7.334669;9.46093),(-7.966512;41.079514;133.943619)
106,106,AB,1,T1,IA_Grab,started,Right,2024-10-25 13:45:28.373,(27.926296;6.873873;17.843666),(-62.113083;11.467716;102.668793)
107,107,AB,1,T1,IA_Move,started,Right,2024-10-25 13:45:31.260,(31.133242;2.151159;2.757538),(-7.094115;22.283949;-31.494749)
108,108,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:45:31.802,(41.490021;7.313246;8.760101),(-14.680579;47.184696;-34.601109)
109,109,AB,1,T1,IA_Grab,completed,Right,2024-10-25 13:45:32.703,(23.504997;4.754593;7.592766),(-38.407749;37.234058;-78.029762)
110,110,AB,1,T1,IA_Move,started,Right,2024-10-25 13:45:34.165,(18.606174;31.540047;12.08448),(21.098953;57.259609;64.413101)
111,111,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:45:34.442,(21.153141;36.738358;20.505028),(0.352311;59.848129;42.005814)
112,112,AB,1,T1,IA_Move,started,Right,2024-10-25 13:45:35.952,(30.383488;9.739809;5.416351),(-1.633675;55.05386;8.050663)
113,113,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:45:36.369,(33.023529;10.837062;13.971695),(3.250654;70.661179;9.715075)
114,114,AB,1,T1,IA_Move,started,Right,2024-10-25 13:45:37.173,(17.089342;3.369392;3.932327),(-8.416527;37.058498;-69.620621)
115,115,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:45:37.410,(15.162002;6.166763;3.022186),(-8.006818;36.690121;-78.652779)
116,116,AB,1,T1,IA_Move,started,Right,2024-10-25 13:45:43.902,(15.797319;3.519264;4.450249),(-34.62384;24.879503;-136.662888)
117,117,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:45:44.025,(13.947224;3.33799;3.678162),(-33.351509;19.504923;-144.627151)
118,118,AB,1,T1,IA_Move,started,Right,2024-10-25 13:45:46.636,(19.751314;27.427649;10.019547),(-33.341866;-6.113307;3.668447)
119,119,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:45:46.775,(19.715046;26.640936;10.170624),(-31.560781;-4.549607;6.167931)
120,120,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:45:47.550,(38.195576;2.134045;32.919136),(-14.656609;80.662262;-23.419422)
121,121,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:45:47.647,(37.921371;1.911385;32.995804),(-6.772449;77.413422;-18.374704)
122,122,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:45:48.272,(36.598282;0.488152;31.347641),(9.21585;80.394539;-5.209996)
123,123,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:45:48.396,(36.230026;0.662254;31.478958),(0.127198;79.879295;-13.498165)
124,124,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:45:49.451,(20.362167;11.756424;21.560814),(-3.361758;54.769028;-58.131504)
125,125,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:45:49.534,(20.809628;11.776058;21.794159),(-8.766921;54.175671;-61.224415)
126,126,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:46:01.189,(18.289103;2.503075;14.082886),(-12.458453;71.039291;-57.435219)
127,127,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:46:01.287,(18.341558;2.223507;13.500099),(-16.966841;69.3769;-60.771679)
128,128,AB,1,T1,IA_Menu_Interact,started,Right,2024-10-25 13:46:02.145,(17.833048;1.426594;11.903801),(-10.996453;64.56459;-57.124226)
129,129,AB,1,T1,IA_Menu_Interact,completed,Right,2024-10-25 13:46:02.214,(17.52095;1.614594;12.020233),(-9.603341;64.778793;-56.356754)
130,130,AB,1,T1,IA_Move,started,Right,2024-10-25 13:46:14.008,(9.937769;35.688618;4.141693),(-22.54734;33.488277;42.552719)
131,131,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:46:14.229,(12.982737;34.036411;1.432961),(-9.942405;37.060791;49.839779)
132,132,AB,1,T1,IA_Move,started,Right,2024-10-25 13:46:15.198,(48.309643;10.988806;26.769951),(-21.805265;75.46965;-18.044935)
133,133,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:46:15.504,(51.499653;10.002411;40.37709),(-137.697891;82.21331;-140.676651)
134,134,AB,1,T1,IA_Move,started,Right,2024-10-25 13:46:15.965,(52.414062;9.775131;19.853645),(-20.10952;35.171856;-11.677148)
135,135,AB,1,T1,IA_Move,completed,Right,2024-10-25 13:46:16.090,(50.155254;10.704168;15.820648),(-15.315826;40.955383;-10.423721)
136,0,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:06.090,(23.194893;5.430843;21.112282),(-11.832998;65.850815;-46.984512)
137,1,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:06.455,(22.630447;6.335783;24.734558),(2.959327;76.209358;-37.058113)
138,2,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:08.219,(7.536034;13.362638;11.991386),(-9.355529;56.683205;-107.098541)
139,3,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:08.351,(8.438856;12.003447;14.348366),(2.850273;66.722816;-101.682289)
140,4,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:08.681,(9.745391;11.516289;10.192841),(-11.785145;42.600433;-110.318756)
141,5,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:08.814,(10.379577;10.422184;8.122101),(-14.693357;36.374023;-114.859184)
142,6,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:11.236,(13.702997;18.480038;7.016197),(-19.238804;53.811626;92.19278)
143,7,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:11.483,(14.222843;17.06069;16.562416),(-18.235632;62.643612;91.016747)
144,8,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:12.562,(17.104813;26.855526;18.092751),(-39.544136;-42.501572;-136.982925)
145,9,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:12.662,(17.416935;20.883171;17.925285),(-25.703966;-40.981853;-144.426849)
146,10,AB,1,S1,IA_Menu_Interact,started,Right,2024-10-25 13:47:13.507,(20.115505;13.895756;17.288666),(-9.219492;53.523079;120.279449)
147,11,AB,1,S1,IA_Menu_Interact,completed,Right,2024-10-25 13:47:13.666,(19.431423;12.475006;16.485603),(-7.992182;50.993271;117.786491)
148,12,AB,1,S1,IA_Menu_Interact,started,Right,2024-10-25 13:47:15.165,(8.666124;2.374672;10.524994),(-7.508281;69.51059;117.264778)
149,13,AB,1,S1,IA_Menu_Interact,completed,Right,2024-10-25 13:47:15.265,(8.391949;1.851738;9.644135),(-20.516981;63.289368;102.821152)
150,14,AB,1,S1,IA_Menu_Interact,started,Right,2024-10-25 13:47:15.664,(9.013348;2.394638;3.716583),(-25.090912;60.611015;99.725082)
151,15,AB,1,S1,IA_Menu_Interact,completed,Right,2024-10-25 13:47:15.788,(9.949614;4.338512;0.320755),(-29.149797;50.789818;101.472595)
152,16,AB,1,S1,IA_Move,started,Left,2024-10-25 13:47:41.758,(4.726418;0.749485;9.053543),(86.625351;-5.265264;-151.419434)
153,17,AB,1,S1,IA_Move,completed,Left,2024-10-25 13:47:42.457,(5.522821;0.735249;9.311028),(86.816696;-6.455592;-147.113434)
154,18,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:43.942,(33.266453;13.060883;6.570396),(-35.83419;6.542259;-65.950378)
155,19,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:44.063,(32.892593;11.225784;4.674339),(-30.602444;11.698377;-66.8395)
156,20,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:45.889,(15.863152;36.019676;31.98996),(-15.379663;68.503998;-105.388435)
157,21,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:46.273,(12.51266;38.281059;29.7733),(-22.840223;64.536415;-112.670357)
158,22,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:46.562,(12.118393;41.150368;25.114922),(-12.537837;49.968052;-102.52182)
159,23,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:46.700,(12.192874;41.374954;18.384819),(-9.29048;28.585846;-97.635468)
160,24,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:48.627,(6.370222;18.950951;13.897858),(-17.576864;-15.094961;-81.65432)
161,25,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:48.738,(6.417499;12.116463;17.70285),(-13.562329;-25.409859;-90.096046)
162,26,AB,1,S1,IA_Grab,started,Right,2024-10-25 13:47:49.549,(6.655581;19.869179;20.298592),(-41.996052;15.652122;-138.442993)
163,27,AB,1,S1,IA_Grab,completed,Right,2024-10-25 13:47:49.971,(4.36516;21.78685;17.776314),(-46.591621;0.486647;-134.657669)
164,28,AB,1,S1,IA_Grab,started,Right,2024-10-25 13:47:50.535,(2.67091;19.409393;30.284004),(-37.676701;14.545871;-128.692291)
165,29,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:53.510,(12.184968;7.947628;16.391495),(-23.40514;37.502724;-44.54599)
166,30,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:53.892,(6.774284;9.795345;14.820488),(-22.265894;40.892178;-47.37923)
167,31,AB,1,S1,IA_Grab,completed,Right,2024-10-25 13:47:54.750,(12.653914;0.263279;3.599266),(-37.268681;30.740938;-57.527966)
168,32,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:58.154,(16.857225;32.369053;4.871117),(-13.486854;34.259884;54.131451)
169,33,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:58.709,(27.506207;42.281609;33.296402),(-39.691887;75.679489;11.593851)
170,34,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:59.081,(26.259129;42.112034;21.147316),(-2.774019;46.644489;60.396908)
171,35,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:59.265,(18.716454;37.408035;2.47554),(-6.163188;16.510164;61.645771)
172,36,AB,1,S1,IA_Move,started,Right,2024-10-25 13:47:59.636,(5.53041;34.50864;5.587418),(-18.192213;-9.29929;70.972115)
173,37,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:47:59.711,(2.50944;32.429249;7.893097),(-21.290903;-5.675314;67.122314)
174,38,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:00.164,(8.171163;23.971739;14.448441),(-52.995144;-26.54491;39.258858)
175,39,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:00.192,(11.452862;24.12311;15.438744),(-66.713768;-23.971764;37.443481)
176,40,AB,1,S1,IA_Grab,started,Right,2024-10-25 13:48:01.213,(15.322666;0.624804;22.119812),(-29.784468;-0.417627;-31.003155)
177,41,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:01.784,(4.827845;35.054237;26.855751),(-6.793509;74.683365;-114.939774)
178,42,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:02.041,(2.055824;32.118973;25.48037),(-42.473671;76.400406;-140.772247)
179,43,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:02.299,(0.067392;33.43045;23.48555),(-6.342677;75.213287;-109.202209)
180,44,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:02.342,(0.946344;33.166462;21.880905),(-7.923447;72.023476;-109.535896)
181,45,AB,1,S1,IA_Grab,completed,Right,2024-10-25 13:48:03.475,(10.980606;0.357376;4.542221),(-32.326511;35.003838;140.539764)
182,46,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:04.850,(26.447193;37.647545;15.01799),(14.293655;50.587749;77.377808)
183,47,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:05.027,(24.244831;40.818687;22.381332),(-10.323186;59.117073;57.026981)
184,48,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:05.223,(22.192158;42.59301;20.252777),(1.155016;52.772335;68.993523)
185,49,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:05.304,(21.674728;42.148151;18.92112),(5.532178;54.537437;71.066025)
186,50,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:05.876,(0.865284;38.44886;5.650688),(-17.651005;5.910496;105.848511)
187,51,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:06.004,(4.010145;37.024067;7.405685),(-21.357199;0.054304;114.342239)
