0,1,2,3,4,5,6,7,8,9,10
9,0,0,0,0,0,516,67,0,0,0
10,0,0,0,0,0,507,65,0,0,0
11,0,0,0,0,3,498,65,0,0,0
12,0,0,0,0,0,498,65,0,0,0
13,0,0,0,0,0,501,66,0,0,0
14,0,0,0,0,0,496,64,0,0,0
15,0,0,0,0,3,490,64,0,0,0
0,0,0,0,0,0,486,67,0,0,0
1,0,0,0,0,0,489,65,0,0,0
2,0,0,0,0,1,482,64,0,0,0
3,0,0,0,0,0,487,66,0,0,0
4,0,0,0,0,0,497,67,0,0,0
5,0,0,0,0,0,500,64,0,0,0
6,0,0,0,0,0,500,67,0,0,0
7,0,0,0,0,3,496,65,0,0,0
8,0,0,0,0,0,492,64,0,0,0
9,0,0,0,0,0,497,67,0,0,0
10,0,0,0,0,0,480,64,0,0,0
11,0,0,0,0,3,466,66,0,0,0
12,0,0,0,0,0,499,67,0,0,0
13,0,0,0,0,0,501,67,0,0,0
14,0,0,0,0,0,502,65,0,0,0
15,0,0,0,0,3,508,66,0,0,0
0,0,0,0,0,0,501,67,0,0,0
1,0,0,0,0,0,496,67,0,0,0
2,0,0,0,0,0,492,65,0,0,0
3,0,0,0,0,3,490,64,0,0,0
4,0,0,0,0,0,486,65,0,0,0
5,0,0,0,0,0,496,65,0,0,0
6,0,0,0,0,0,493,67,0,0,0
7,0,0,0,0,3,519,67,0,0,0
8,0,0,0,0,0,537,65,0,0,0
9,0,0,0,0,0,532,67,0,0,0
10,0,0,0,0,0,534,68,0,0,0
11,0,0,0,0,3,533,68,0,0,0
12,0,0,0,0,0,533,67,0,0,0
13,0,0,0,0,0,520,67,0,0,0
14,0,0,0,0,0,504,66,0,0,0
15,0,0,0,0,3,511,66,0,0,0
0,0,0,0,0,0,435,67,0,0,0
1,0,0,0,0,0,412,68,0,0,0
2,0,0,0,0,0,498,67,0,0,0
3,0,0,0,0,3,575,67,0,0,0
4,0,0,0,0,0,489,68,0,0,0
5,0,0,0,0,0,484,67,0,0,0
6,0,0,0,0,0,495,66,0,0,0
7,0,0,0,0,3,524,67,0,0,0
8,0,0,0,0,0,499,68,0,0,0
9,0,0,0,0,0,512,67,0,0,0
10,0,0,0,0,0,520,67,0,0,0
11,0,0,0,0,3,506,68,0,0,0
12,0,0,0,0,0,515,68,0,0,0
13,0,0,0,0,0,516,67,0,0,0
14,0,0,0,0,0,540,66,0,0,0
15,0,0,0,0,0,537,68,0,0,0
0,0,0,0,0,0,500,68,0,0,0
1,0,0,0,0,0,504,67,0,0,0
2,0,0,0,0,0,493,66,0,0,0
3,0,0,0,0,3,533,67,0,0,0
4,0,0,0,0,0,522,67,0,0,0
5,0,0,0,0,0,511,65,0,0,0
6,0,0,0,0,0,494,67,0,0,0
7,0,0,0,0,3,504,65,0,0,0
8,0,0,0,0,0,512,68,0,0,0
9,0,0,0,0,0,520,65,0,0,0
10,0,0,0,0,0,530,68,0,0,0
11,0,0,0,0,3,523,67,0,0,0
12,0,0,0,0,0,534,67,0,0,0
13,0,0,0,0,0,536,68,0,0,0
14,0,0,0,0,0,513,68,0,0,0
15,0,0,0,0,3,520,67,0,0,0
0,0,0,0,0,0,545,67,0,0,0
1,0,0,0,0,0,542,65,0,0,0
2,0,0,0,0,0,563,67,0,0,0
3,0,0,0,0,0,524,67,0,0,0
4,0,0,0,0,0,523,67,0,0,0
5,0,0,0,0,0,523,65,0,0,0
6,0,0,0,0,0,531,68,0,0,0
7,0,0,0,0,3,533,65,0,0,0
8,0,0,0,0,0,528,67,0,0,0
9,0,0,0,0,0,539,67,0,0,0
10,0,0,0,0,0,536,67,0,0,0
11,0,0,0,0,3,547,65,0,0,0
12,0,0,0,0,0,511,65,0,0,0
13,0,0,0,0,0,547,65,0,0,0
14,0,0,0,0,0,516,66,0,0,0
15,0,0,0,0,3,544,67,0,0,0
0,0,0,0,0,0,500,67,0,0,0
1,0,0,0,0,0,531,67,0,0,0
2,0,0,0,0,0,527,66,0,0,0
3,0,0,0,0,3,514,65,0,0,0
4,0,0,0,0,0,521,65,0,0,0
5,0,0,0,0,0,512,65,0,0,0
6,0,0,0,0,0,505,65,0,0,0
7,0,0,0,0,3,526,66,0,0,0
8,0,0,0,0,0,515,66,0,0,0
9,0,0,0,0,0,513,65,0,0,0
10,0,0,0,0,0,523,66,0,0,0
11,0,0,0,0,3,510,67,0,0,0
12,0,0,0,0,1,508,66,0,0,0
13,0,0,0,0,0,508,65,0,0,0
14,0,0,0,0,0,514,64,0,0,0
15,0,0,0,0,3,499,66,0,0,0
0,0,0,0,0,0,508,66,0,0,0
1,0,0,0,0,0,504,64,0,0,0
2,0,0,0,0,0,515,67,0,0,0
3,0,0,0,0,3,487,67,0,0,0
4,0,0,0,0,0,503,66,0,0,0
5,0,0,0,0,0,494,67,0,0,0
6,0,0,0,0,0,498,66,0,0,0
7,0,0,0,0,3,507,66,0,0,0
8,0,0,0,0,0,483,66,0,0,0
9,0,0,0,0,0,479,64,0,0,0
10,0,0,0,0,0,477,66,0,0,0
11,0,0,0,0,3,509,66,0,0,0
12,0,0,0,0,0,516,64,0,0,0
13,0,0,0,0,0,507,65,0,0,0
14,0,0,0,0,0,521,65,0,0,0
15,0,0,0,0,0,505,65,0,0,0
0,0,0,0,0,0,489,64,0,0,0
1,0,0,0,0,0,511,65,0,0,0
2,0,0,0,0,0,505,64,0,0,0
3,0,0,0,0,3,527,63,0,0,0
4,0,0,0,0,0,518,63,0,0,0
5,0,0,0,0,0,454,62,0,0,0
6,0,0,0,0,0,421,63,0,0,0
7,0,0,0,0,3,523,63,0,0,0
8,0,0,0,0,0,563,63,0,0,0
9,0,0,0,0,0,535,64,0,0,0
10,0,0,0,0,0,512,63,0,0,0
11,0,0,0,0,3,531,62,0,0,0
12,0,0,0,0,0,533,62,0,0,0
13,0,0,0,0,0,540,63,0,0,0
14,0,0,0,0,0,532,63,0,0,0
15,0,0,0,0,3,527,61,0,0,0
0,0,0,0,0,1,518,63,0,0,0
1,0,0,0,0,0,536,64,0,0,0
2,0,0,0,0,0,532,63,0,0,0
3,0,0,0,0,3,519,63,0,0,0
4,0,0,0,0,0,532,63,0,0,0
5,0,0,0,0,0,521,63,0,0,0
6,0,0,0,0,0,513,64,0,0,0
7,0,0,0,0,3,515,63,0,0,0
8,0,0,0,0,0,512,63,0,0,0
9,0,0,0,0,0,504,63,0,0,0
10,0,0,0,0,0,486,63,0,0,0
11,0,0,0,0,3,515,62,0,0,0
12,0,0,0,0,0,500,63,0,0,0
13,0,0,0,0,0,484,64,0,0,0
14,0,0,0,0,0,492,64,0,0,0
15,0,0,0,0,3,501,63,0,0,0
0,0,0,0,0,0,505,63,0,0,0
1,0,0,0,0,0,512,64,0,0,0
2,0,0,0,0,0,528,64,0,0,0
3,0,0,0,0,3,520,63,0,0,0
4,0,0,0,0,0,531,64,0,0,0
5,0,0,0,0,0,539,64,0,0,0
6,0,0,0,0,0,528,64,0,0,0
7,0,0,0,0,3,531,64,0,0,0
8,0,0,0,0,0,524,62,0,0,0
9,0,0,0,0,0,516,62,0,0,0
10,0,0,0,0,0,514,63,0,0,0
11,0,0,0,0,1,508,64,0,0,0
12,0,0,0,0,0,514,63,0,0,0
13,0,0,0,0,0,509,65,0,0,0
14,0,0,0,0,0,515,65,0,0,0
15,0,0,0,0,3,513,64,0,0,0
0,0,0,0,0,0,504,63,0,0,0
1,0,0,0,0,0,500,64,0,0,0
2,0,0,0,0,0,504,65,0,0,0
3,0,0,0,0,3,507,65,0,0,0
4,0,0,0,0,0,507,65,0,0,0
5,0,0,0,0,0,505,65,0,0,0
6,0,0,0,0,0,501,64,0,0,0
7,0,0,0,0,3,504,63,0,0,0
8,0,0,0,0,0,502,63,0,0,0
9,0,0,0,0,0,501,63,0,0,0
10,0,0,0,0,0,503,65,0,0,0
11,0,0,0,0,3,504,64,0,0,0
12,0,0,0,0,0,501,65,0,0,0
13,0,0,0,0,0,496,65,0,0,0
14,0,0,0,0,0,496,64,0,0,0
15,0,0,0,0,3,496,63,0,0,0
0,0,0,0,0,1,499,63,0,0,0
1,0,0,0,0,0,502,63,0,0,0
2,0,0,0,0,0,505,64,0,0,0
3,0,0,0,0,3,510,65,0,0,0
4,0,0,0,0,0,511,65,0,0,0
5,0,0,0,0,0,510,64,0,0,0
6,0,0,0,0,0,508,65,0,0,0
7,0,0,0,0,3,510,64,0,0,0
8,0,0,0,0,0,511,63,0,0,0
9,0,0,0,0,0,512,64,0,0,0
10,0,0,0,0,0,513,65,0,0,0
11,0,0,0,0,3,512,64,0,0,0
12,0,0,0,0,0,512,62,0,0,0
13,0,0,0,0,0,512,63,0,0,0
14,0,0,0,0,0,507,64,0,0,0
15,0,0,0,0,3,510,65,0,0,0
0,0,0,0,0,0,508,65,0,0,0
1,0,0,0,0,0,509,65,0,0,0
2,0,0,0,0,0,514,63,0,0,0
3,0,0,0,0,3,525,64,0,0,0
4,0,0,0,0,0,526,64,0,0,0
5,0,0,0,0,0,522,65,0,0,0
6,0,0,0,0,0,521,64,0,0,0
7,0,0,0,0,0,525,65,0,0,0
8,0,0,0,0,0,527,63,0,0,0
9,0,0,0,0,0,528,63,0,0,0
10,0,0,0,0,0,523,65,0,0,0
11,0,0,0,0,3,485,65,0,0,0
12,0,0,0,0,0,427,64,0,0,0
13,0,0,0,0,0,475,65,0,0,0
14,0,0,0,0,0,576,65,0,0,0
15,0,0,0,0,3,535,65,0,0,0
0,0,0,0,0,0,503,63,0,0,0
1,0,0,0,0,0,525,63,0,0,0
2,0,0,0,0,0,528,62,0,0,0
3,0,0,0,0,3,525,64,0,0,0
4,0,0,0,0,0,521,65,0,0,0
5,0,0,0,0,0,519,65,0,0,0
6,0,0,0,0,0,516,63,0,0,0
7,0,0,0,0,3,516,62,0,0,0
8,0,0,0,0,0,514,64,0,0,0
9,0,0,0,0,0,511,64,0,0,0
10,0,0,0,0,0,510,63,0,0,0
11,0,0,0,0,3,502,64,0,0,0
12,0,0,0,0,0,497,62,0,0,0
13,0,0,0,0,0,498,64,0,0,0
14,0,0,0,0,0,497,65,0,0,0
15,0,0,0,0,3,496,64,0,0,0
0,0,0,0,0,1,486,63,0,0,0
1,0,0,0,0,0,482,63,0,0,0
2,0,0,0,0,0,480,63,0,0,0
3,0,0,0,0,3,477,65,0,0,0
4,0,0,0,0,0,478,65,0,0,0
5,0,0,0,0,0,483,65,0,0,0
6,0,0,0,0,0,487,65,0,0,0
7,0,0,0,0,3,500,64,0,0,0
8,0,0,0,0,0,507,64,0,0,0
9,0,0,0,0,0,511,63,0,0,0
10,0,0,0,0,0,515,65,0,0,0
11,0,0,0,0,3,521,63,0,0,0
12,0,0,0,0,0,522,63,0,0,0
13,0,0,0,0,0,520,63,0,0,0
14,0,0,0,0,0,516,65,0,0,0
15,0,0,0,0,3,511,65,0,0,0
0,0,0,0,0,0,508,64,0,0,0
1,0,0,0,0,0,509,62,0,0,0
2,0,0,0,0,1,505,64,0,0,0
3,0,0,0,0,0,503,65,0,0,0
4,0,0,0,0,0,508,64,0,0,0
5,0,0,0,0,0,513,64,0,0,0
6,0,0,0,0,0,513,65,0,0,0
7,0,0,0,0,3,515,64,0,0,0
8,0,0,0,0,0,517,62,0,0,0
9,0,0,0,0,0,517,62,0,0,0
10,0,0,0,0,0,506,62,0,0,0
11,0,0,0,0,3,498,62,0,0,0
12,0,0,0,0,0,504,64,0,0,0
13,0,0,0,0,0,507,65,0,0,0
14,0,0,0,0,0,509,64,0,0,0
15,0,0,0,0,3,510,63,0,0,0
0,0,0,0,0,0,515,63,0,0,0
1,0,0,0,0,0,510,65,0,0,0
2,0,0,0,0,0,511,64,0,0,0
3,0,0,0,0,3,510,64,0,0,0
4,0,0,0,0,0,509,63,0,0,0
5,0,0,0,0,0,508,63,0,0,0
6,0,0,0,0,0,511,63,0,0,0
7,0,0,0,0,3,515,64,0,0,0
8,0,0,0,0,0,516,64,0,0,0
9,0,0,0,0,0,517,62,0,0,0
10,0,0,0,0,0,522,63,0,0,0
11,0,0,0,0,3,522,64,0,0,0
12,0,0,0,0,0,520,64,0,0,0
13,0,0,0,0,0,519,64,0,0,0
14,0,0,0,0,0,516,63,0,0,0
15,0,0,0,0,3,503,62,0,0,0
0,0,0,0,0,1,490,63,0,0,0
1,0,0,0,0,0,480,64,0,0,0
2,0,0,0,0,0,471,64,0,0,0
3,0,0,0,0,3,472,63,0,0,0
4,0,0,0,0,0,472,62,0,0,0
5,0,0,0,0,0,472,62,0,0,0
6,0,0,0,0,0,483,63,0,0,0
7,0,0,0,0,3,489,64,0,0,0
8,0,0,0,0,0,503,64,0,0,0
9,0,0,0,0,0,514,65,0,0,0
10,0,0,0,0,0,524,64,0,0,0
11,0,0,0,0,3,529,64,0,0,0
12,0,0,0,0,0,531,64,0,0,0
13,0,0,0,0,0,534,64,0,0,0
14,0,0,0,0,0,534,65,0,0,0
15,0,0,0,0,1,531,65,0,0,0
0,0,0,0,0,0,538,65,0,0,0
1,0,0,0,0,0,519,65,0,0,0
2,0,0,0,0,0,450,63,0,0,0
3,0,0,0,0,3,463,63,0,0,0
4,0,0,0,0,0,561,62,0,0,0
5,0,0,0,0,0,574,64,0,0,0
6,0,0,0,0,0,506,65,0,0,0
7,0,0,0,0,3,528,64,0,0,0
8,0,0,0,0,0,524,64,0,0,0
9,0,0,0,0,0,518,64,0,0,0
10,0,0,0,0,0,518,64,0,0,0
11,0,0,0,0,3,518,64,0,0,0
12,0,0,0,0,0,516,63,0,0,0
13,0,0,0,0,0,516,63,0,0,0
14,0,0,0,0,0,516,63,0,0,0
15,0,0,0,0,3,513,64,0,0,0
0,0,0,0,0,0,517,64,0,0,0
1,0,0,0,0,0,516,63,0,0,0
2,0,0,0,0,0,509,63,0,0,0
3,0,0,0,0,3,504,65,0,0,0
4,0,0,0,0,0,502,65,0,0,0
5,0,0,0,0,0,500,65,0,0,0
6,0,0,0,0,0,498,65,0,0,0
7,0,0,0,0,3,492,65,0,0,0
8,0,0,0,0,0,491,65,0,0,0
9,0,0,0,0,0,495,65,0,0,0
10,0,0,0,0,0,497,64,0,0,0
11,0,0,0,0,3,504,65,0,0,0
12,0,0,0,0,0,506,65,0,0,0
13,0,0,0,0,0,512,65,0,0,0
14,0,0,0,0,0,512,66,0,0,0
15,0,0,0,0,3,518,65,0,0,0
0,0,0,0,0,0,522,65,0,0,0
1,0,0,0,0,0,525,64,0,0,0
2,0,0,0,0,0,525,64,0,0,0
3,0,0,0,0,3,525,63,0,0,0
4,0,0,0,0,0,526,63,0,0,0
5,0,0,0,0,0,522,63,0,0,0
6,0,0,0,0,0,519,65,0,0,0
7,0,0,0,0,3,518,65,0,0,0
8,0,0,0,0,0,513,65,0,0,0
9,0,0,0,0,0,508,65,0,0,0
10,0,0,0,0,0,511,65,0,0,0
11,0,0,0,0,0,513,65,0,0,0
12,0,0,0,0,0,517,65,0,0,0
13,0,0,0,0,0,518,65,0,0,0
14,0,0,0,0,0,518,65,0,0,0
15,0,0,0,0,3,523,65,0,0,0
0,0,0,0,0,0,525,63,0,0,0
1,0,0,0,0,0,522,63,0,0,0
2,0,0,0,0,0,524,63,0,0,0
3,0,0,0,0,3,525,65,0,0,0
4,0,0,0,0,0,524,64,0,0,0
5,0,0,0,0,0,519,64,0,0,0
6,0,0,0,0,0,519,65,0,0,0
7,0,0,0,0,3,522,62,0,0,0
8,0,0,0,0,0,528,62,0,0,0
9,0,0,0,0,0,533,63,0,0,0
10,0,0,0,0,0,533,64,0,0,0
11,0,0,0,0,3,531,64,0,0,0
12,0,0,0,0,0,523,65,0,0,0
13,0,0,0,0,0,522,65,0,0,0
14,0,0,0,0,0,514,64,0,0,0
15,0,0,0,0,0,511,62,0,0,0
0,0,0,0,0,0,508,62,0,0,0
1,0,0,0,0,0,509,63,0,0,0
2,0,0,0,0,0,507,64,0,0,0
3,0,0,0,0,3,506,64,0,0,0
4,0,0,0,0,0,501,63,0,0,0
5,0,0,0,0,0,504,64,0,0,0
6,0,0,0,0,0,504,62,0,0,0
7,0,0,0,0,3,507,62,0,0,0
8,0,0,0,0,0,500,63,0,0,0
9,0,0,0,0,0,494,62,0,0,0
10,0,0,0,0,0,493,63,0,0,0
11,0,0,0,0,3,491,62,0,0,0
12,0,0,0,0,0,491,63,0,0,0
13,0,0,0,0,0,496,62,0,0,0
14,0,0,0,0,0,497,62,0,0,0
15,0,0,0,0,3,507,64,0,0,0
0,0,0,0,0,0,517,64,0,0,0
1,0,0,0,0,0,523,65,0,0,0
2,0,0,0,0,0,520,65,0,0,0
3,0,0,0,0,3,519,65,0,0,0
4,0,0,0,0,0,516,62,0,0,0
5,0,0,0,0,0,515,65,0,0,0
6,0,0,0,0,0,515,63,0,0,0
7,0,0,0,0,3,514,63,0,0,0
8,0,0,0,0,0,481,62,0,0,0
9,0,0,0,0,0,433,62,0,0,0
10,0,0,0,0,0,475,62,0,0,0
11,0,0,0,0,3,566,63,0,0,0
12,0,0,0,0,0,546,63,0,0,0
13,0,0,0,0,0,507,64,0,0,0
14,0,0,0,0,0,519,65,0,0,0
15,0,0,0,0,3,520,63,0,0,0
0,0,0,0,0,0,509,64,0,0,0
1,0,0,0,0,0,508,65,0,0,0
2,0,0,0,0,0,508,63,0,0,0
3,0,0,0,0,3,507,64,0,0,0
4,0,0,0,0,0,508,63,0,0,0
5,0,0,0,0,0,514,62,0,0,0
6,0,0,0,0,0,516,65,0,0,0
7,0,0,0,0,3,517,64,0,0,0
8,0,0,0,0,0,516,62,0,0,0
9,0,0,0,0,0,509,64,0,0,0
10,0,0,0,0,0,505,65,0,0,0
11,0,0,0,0,1,506,65,0,0,0
12,0,0,0,0,0,501,63,0,0,0
13,0,0,0,0,0,494,64,0,0,0
14,0,0,0,0,0,487,64,0,0,0
15,0,0,0,0,3,482,64,0,0,0
0,0,0,0,0,0,481,63,0,0,0
1,0,0,0,0,0,484,63,0,0,0
2,0,0,0,0,0,491,63,0,0,0
3,0,0,0,0,3,500,63,0,0,0
4,0,0,0,0,0,511,62,0,0,0
5,0,0,0,0,0,519,64,0,0,0
6,0,0,0,0,0,521,65,0,0,0
7,0,0,0,0,3,525,65,0,0,0
8,0,0,0,0,0,527,65,0,0,0
9,0,0,0,0,0,527,65,0,0,0
10,0,0,0,0,0,529,64,0,0,0
11,0,0,0,0,3,519,63,0,0,0
12,0,0,0,0,0,504,64,0,0,0
13,0,0,0,0,0,504,63,0,0,0
14,0,0,0,0,0,510,65,0,0,0
15,0,0,0,0,3,515,64,0,0,0
0,0,0,0,0,0,516,62,0,0,0
1,0,0,0,0,0,514,65,0,0,0
2,0,0,0,0,0,513,65,0,0,0
3,0,0,0,0,3,514,63,0,0,0
4,0,0,0,0,0,506,63,0,0,0
5,0,0,0,0,0,504,65,0,0,0
6,0,0,0,0,0,503,63,0,0,0
7,0,0,0,0,3,499,64,0,0,0
8,0,0,0,0,0,502,65,0,0,0
9,0,0,0,0,0,508,64,0,0,0
10,0,0,0,0,0,508,63,0,0,0
11,0,0,0,0,3,506,64,0,0,0
12,0,0,0,0,0,508,65,0,0,0
13,0,0,0,0,0,508,65,0,0,0
14,0,0,0,0,0,511,64,0,0,0
15,0,0,0,0,3,511,64,0,0,0
0,0,0,0,0,0,506,65,0,0,0
1,0,0,0,0,0,507,63,0,0,0
2,0,0,0,0,0,509,65,0,0,0
3,0,0,0,0,3,514,65,0,0,0
4,0,0,0,0,0,507,63,0,0,0
5,0,0,0,0,0,500,65,0,0,0
6,0,0,0,0,0,503,65,0,0,0
7,0,0,0,0,0,509,63,0,0,0
8,0,0,0,0,0,511,65,0,0,0
9,0,0,0,0,0,504,63,0,0,0
10,0,0,0,0,0,504,65,0,0,0
11,0,0,0,0,3,508,65,0,0,0
12,0,0,0,0,0,505,63,0,0,0
13,0,0,0,0,0,505,63,0,0,0
14,0,0,0,0,0,503,65,0,0,0
15,0,0,0,0,3,494,63,0,0,0
0,0,0,0,0,0,498,65,0,0,0
1,0,0,0,0,0,513,63,0,0,0
2,0,0,0,0,0,497,64,0,0,0
3,0,0,0,0,3,503,65,0,0,0
4,0,0,0,0,0,511,63,0,0,0
5,0,0,0,0,0,510,65,0,0,0
6,0,0,0,0,0,506,63,0,0,0
7,0,0,0,0,3,510,65,0,0,0
8,0,0,0,0,0,510,63,0,0,0
9,0,0,0,0,0,513,65,0,0,0
10,0,0,0,0,0,523,65,0,0,0
11,0,0,0,0,3,512,63,0,0,0
12,0,0,0,0,0,449,65,0,0,0
13,0,0,0,0,0,438,63,0,0,0
14,0,0,0,0,0,507,63,0,0,0
15,0,0,0,0,3,572,65,0,0,0
0,0,0,0,0,0,503,63,0,0,0
1,0,0,0,0,0,508,62,0,0,0
2,0,0,0,0,0,516,63,0,0,0
3,0,0,0,0,3,511,65,0,0,0
4,0,0,0,0,0,514,62,0,0,0
5,0,0,0,0,0,512,62,0,0,0
6,0,0,0,0,0,510,64,0,0,0
7,0,0,0,0,3,508,64,0,0,0
8,0,0,0,0,0,506,62,0,0,0
9,0,0,0,0,0,506,62,0,0,0
10,0,0,0,0,0,509,62,0,0,0
11,0,0,0,0,3,510,64,0,0,0
12,0,0,0,0,0,507,63,0,0,0
13,0,0,0,0,0,501,64,0,0,0
14,0,0,0,0,0,499,65,0,0,0
15,0,0,0,0,3,491,63,0,0,0
0,0,0,0,0,0,486,62,0,0,0
1,0,0,0,0,0,483,62,0,0,0
2,0,0,0,0,0,480,64,0,0,0
3,0,0,0,0,0,480,64,0,0,0
4,0,0,0,0,0,481,63,0,0,0
5,0,0,0,0,0,482,62,0,0,0
6,0,0,0,0,0,486,64,0,0,0
7,0,0,0,0,3,497,62,0,0,0
8,0,0,0,0,0,507,63,0,0,0
9,0,0,0,0,0,516,63,0,0,0
10,0,0,0,0,0,519,63,0,0,0
11,0,0,0,0,3,524,63,0,0,0
12,0,0,0,0,0,527,63,0,0,0
13,0,0,0,0,0,526,62,0,0,0
14,0,0,0,0,0,525,63,0,0,0
15,0,0,0,0,3,522,63,0,0,0
0,0,0,0,0,0,523,63,0,0,0
1,0,0,0,0,0,520,61,0,0,0
2,0,0,0,0,0,518,63,0,0,0
3,0,0,0,0,3,515,62,0,0,0
4,0,0,0,0,0,513,63,0,0,0
5,0,0,0,0,0,510,63,0,0,0
6,0,0,0,0,0,507,63,0,0,0
7,0,0,0,0,3,508,63,0,0,0
8,0,0,0,0,0,508,63,0,0,0
9,0,0,0,0,0,513,63,0,0,0
10,0,0,0,0,0,515,63,0,0,0
11,0,0,0,0,3,512,63,0,0,0
12,0,0,0,0,0,514,63,0,0,0
13,0,0,0,0,0,517,62,0,0,0
14,0,0,0,0,0,513,61,0,0,0
15,0,0,0,0,3,509,61,0,0,0
0,0,0,0,0,0,508,62,0,0,0
1,0,0,0,0,0,510,61,0,0,0
2,0,0,0,0,0,511,62,0,0,0
3,0,0,0,0,3,509,62,0,0,0
4,0,0,0,0,0,509,62,0,0,0
5,0,0,0,0,0,509,64,0,0,0
6,0,0,0,0,0,508,64,0,0,0
7,0,0,0,0,3,506,64,0,0,0
8,0,0,0,0,0,508,63,0,0,0
9,0,0,0,0,0,510,63,0,0,0
10,0,0,0,0,0,511,63,0,0,0
11,0,0,0,0,3,512,63,0,0,0
12,0,0,0,0,0,513,63,0,0,0
13,0,0,0,0,0,514,65,0,0,0
14,0,0,0,0,0,517,65,0,0,0
15,0,0,0,0,0,517,65,0,0,0
0,0,0,0,0,0,515,63,0,0,0
1,0,0,0,0,0,512,64,0,0,0
2,0,0,0,0,0,508,66,0,0,0
3,0,0,0,0,3,503,67,0,0,0
4,0,0,0,0,0,505,64,0,0,0
5,0,0,0,0,0,501,65,0,0,0
6,0,0,0,0,0,503,66,0,0,0
7,0,0,0,0,3,505,67,0,0,0
8,0,0,0,0,0,507,66,0,0,0
9,0,0,0,0,0,517,64,0,0,0
10,0,0,0,0,0,527,67,0,0,0
11,0,0,0,0,3,531,67,0,0,0
12,0,0,0,0,0,533,67,0,0,0
13,0,0,0,0,0,529,65,0,0,0
14,0,0,0,0,0,525,65,0,0,0
15,0,0,0,0,3,523,67,0,0,0
0,0,0,0,0,0,527,67,0,0,0
1,0,0,0,0,0,523,68,0,0,0
2,0,0,0,0,0,483,67,0,0,0
3,0,0,0,0,3,435,66,0,0,0
4,0,0,0,0,0,482,65,0,0,0
5,0,0,0,0,0,576,66,0,0,0
6,0,0,0,0,0,531,67,0,0,0
7,0,0,0,0,3,505,67,0,0,0
8,0,0,0,0,0,523,68,0,0,0
9,0,0,0,0,0,526,69,0,0,0
10,0,0,0,0,0,530,68,0,0,0
11,0,0,0,0,3,528,66,0,0,0
12,0,0,0,0,0,527,66,0,0,0
13,0,0,0,0,0,525,66,0,0,0
14,0,0,0,0,0,528,67,0,0,0
15,0,0,0,0,3,527,67,0,0,0
0,0,0,0,0,0,525,69,0,0,0
1,0,0,0,0,0,523,69,0,0,0
2,0,0,0,0,0,520,67,0,0,0
3,0,0,0,0,3,515,68,0,0,0
4,0,0,0,0,0,507,68,0,0,0
5,0,0,0,0,0,505,69,0,0,0
6,0,0,0,0,0,503,70,0,0,0
7,0,0,0,0,3,500,70,0,0,0
8,0,0,0,0,0,501,68,0,0,0
9,0,0,0,0,0,503,67,0,0,0
10,0,0,0,0,0,499,69,0,0,0
11,0,0,0,0,1,499,70,0,0,0
12,0,0,0,0,0,504,70,0,0,0
13,0,0,0,0,0,511,70,0,0,0
14,0,0,0,0,0,513,70,0,0,0
15,0,0,0,0,3,524,70,0,0,0
0,0,0,0,0,0,532,69,0,0,0
1,0,0,0,0,0,537,69,0,0,0
2,0,0,0,0,0,532,68,0,0,0
3,0,0,0,0,3,530,68,0,0,0
4,0,0,0,0,0,529,68,0,0,0
5,0,0,0,0,0,529,70,0,0,0
6,0,0,0,0,0,527,69,0,0,0
7,0,0,0,0,3,526,69,0,0,0
8,0,0,0,0,0,526,70,0,0,0
9,0,0,0,0,0,524,71,0,0,0
10,0,0,0,0,0,524,71,0,0,0
11,0,0,0,0,3,519,72,0,0,0
12,0,0,0,0,0,512,71,0,0,0
13,0,0,0,0,0,507,71,0,0,0
14,0,0,0,0,0,506,72,0,0,0
15,0,0,0,0,3,505,70,0,0,0
0,0,0,0,0,0,508,71,0,0,0
1,0,0,0,0,0,507,72,0,0,0
2,0,0,0,0,0,506,72,0,0,0
3,0,0,0,0,3,503,71,0,0,0
4,0,0,0,0,0,502,70,0,0,0
5,0,0,0,0,0,502,72,0,0,0
6,0,0,0,0,0,504,72,0,0,0
7,0,0,0,0,3,500,72,0,0,0
8,0,0,0,0,0,504,72,0,0,0
9,0,0,0,0,0,503,72,0,0,0
10,0,0,0,0,0,506,72,0,0,0
11,0,0,0,0,3,508,70,0,0,0
12,0,0,0,0,0,512,71,0,0,0
13,0,0,0,0,0,512,70,0,0,0
14,0,0,0,0,0,515,72,0,0,0
15,0,0,0,0,3,515,71,0,0,0
0,0,0,0,0,0,515,71,0,0,0
1,0,0,0,0,0,515,70,0,0,0
2,0,0,0,0,0,518,71,0,0,0
3,0,0,0,0,3,518,70,0,0,0
4,0,0,0,0,0,518,70,0,0,0
5,0,0,0,0,0,519,72,0,0,0
6,0,0,0,0,0,524,72,0,0,0
7,0,0,0,0,0,523,73,0,0,0
8,0,0,0,0,0,523,71,0,0,0
9,0,0,0,0,0,517,71,0,0,0
10,0,0,0,0,0,512,71,0,0,0
11,0,0,0,0,3,512,72,0,0,0
12,0,0,0,0,0,510,73,0,0,0
13,0,0,0,0,0,507,70,0,0,0
14,0,0,0,0,0,510,72,0,0,0
15,0,0,0,0,3,513,73,0,0,0
0,0,0,0,0,0,523,72,0,0,0
1,0,0,0,0,0,531,71,0,0,0
2,0,0,0,0,0,536,71,0,0,0
3,0,0,0,0,3,532,70,0,0,0
