,index,user_id,experiment_id,scenario_type,input_type,input_state,hand,event_datetime,hand_location,hand_rotation
652,164,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:34.191,,
653,165,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:34.406,,
654,166,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:34.961,,
655,167,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:35.106,,
656,168,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:37.189,,
657,169,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:38.746,,
658,170,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:39.242,,
659,171,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:39.497,,
660,172,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:40.911,,
661,173,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:41.180,,
662,174,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:41.893,,
663,175,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:42.038,,
664,176,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:08:42.919,,
665,177,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:08:43.141,,
666,178,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:08:43.442,,
667,179,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:08:43.754,,
668,180,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:08:44.182,,
669,181,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:08:44.525,,
670,182,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:08:44.917,,
671,183,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:45.504,,
672,184,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:45.933,,
673,185,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:08:46.883,,
674,186,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:49.188,,
675,187,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:49.603,,
676,188,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:49.990,,
677,189,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:50.234,,
678,190,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:50.590,,
679,191,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:50.798,,
680,192,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:51.108,,
681,193,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:51.414,,
682,194,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:52.055,,
683,195,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:52.438,,
684,196,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:54.290,,
685,197,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:54.573,,
686,198,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:54.958,,
687,199,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:55.197,,
688,200,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:56.069,,
689,201,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:56.449,,
690,202,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:02.880,,
691,203,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:03.319,,
692,204,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:05.801,,
693,205,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:06.818,,
694,206,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:07.113,,
695,207,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:07.325,,
696,208,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:10.296,,
697,209,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:10.690,,
698,210,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:11.076,,
699,211,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:11.281,,
700,212,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:11.687,,
701,213,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:12.056,,
702,214,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:12.748,,
703,215,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:13.111,,
704,216,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:13.735,,
705,217,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:13.940,,
706,218,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:15.078,,
707,219,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:15.385,,
708,220,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:23.303,,
709,221,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:23.764,,
710,222,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:24.082,,
711,223,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:24.433,,
712,224,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:24.821,,
713,225,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:25.007,,
714,226,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:25.355,,
715,227,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:25.616,,
716,228,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:26.004,,
717,229,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:26.584,,
718,230,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:27.047,,
719,231,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:27.434,,
720,232,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:27.851,,
721,233,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:28.206,,
722,234,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:09:28.979,,
723,235,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:09:29.056,,
724,236,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:29.617,,
725,237,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:29.743,,
726,238,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:09:31.274,,
727,239,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:09:31.594,,
728,240,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:09:31.912,,
729,241,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:09:32.040,,
730,242,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:09:32.141,,
731,243,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:09:32.251,,
732,244,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:09:32.521,,
733,245,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:09:32.808,,
734,246,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:09:33.162,,
735,247,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:09:33.387,,
736,248,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:09:33.784,,
737,249,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:09:34.124,,
738,250,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:09:34.556,,
739,251,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:09:35.012,,
740,252,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:09:35.192,,
741,253,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:09:35.211,,
742,254,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:09:35.405,,
743,255,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:09:35.459,,
744,256,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:09:35.582,,
745,257,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:09:35.634,,
746,258,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:09:35.768,,
747,259,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:09:35.786,,
748,260,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:09:37.166,,
749,261,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:09:37.502,,
750,262,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:09:38.610,,
751,263,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:09:38.929,,
752,264,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:09:39.499,,
753,265,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:09:39.700,,
754,266,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:09:39.914,,
755,267,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:09:40.221,,
756,268,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:09:41.545,,
757,269,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:09:41.751,,
758,270,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:42.064,,
759,271,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:42.193,,
760,272,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:42.753,,
761,273,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:42.833,,
762,274,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:09:45.372,,
763,275,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:09:45.452,,
764,276,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:09:46.141,,
765,277,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:09:46.274,,
766,278,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:09:47.172,,
767,279,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:09:47.300,,
768,280,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:09:48.201,,
769,281,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:09:48.255,,
770,282,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:49.904,,
771,283,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:50.078,,
772,284,AA,1,S2,IA_Move,started,Right,2024-10-22 14:09:51.014,,
773,285,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:09:51.244,,
774,286,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:09:51.993,,
775,287,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:09:54.255,,
776,288,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:09:54.380,,
777,289,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:09:55.184,,
778,290,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:09:55.366,,
779,291,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:09:55.934,,
780,292,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:09:56.144,,
781,293,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:09:56.238,,
782,294,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:09:56.324,,
783,295,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:09:56.457,,
784,296,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:09:56.635,,
785,297,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:09:59.391,,
786,298,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:09:59.448,,
787,299,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:10:00.864,,
788,300,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:10:01.345,,
789,301,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:10:01.596,,
790,302,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:10:01.863,,
791,303,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:10:02.324,,
792,304,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:10:02.446,,
793,305,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:10:04.161,,
794,306,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:10:04.340,,
795,307,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:10:04.620,,
796,308,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:10:04.742,,
797,309,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:10:04.898,,
798,310,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:10:05.010,,
799,311,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:10:05.106,,
800,312,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:10:05.191,,
801,313,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:10:05.677,,
802,314,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:10:05.929,,
803,315,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:10:07.682,,
804,316,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:10:07.775,,
805,317,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:10:08.010,,
806,318,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:10:08.111,,
807,319,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:10:10.421,,
808,320,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:10:10.529,,
809,321,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:10:26.522,,
810,322,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:10:26.651,,
811,323,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:10:35.408,,
812,324,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:10:35.529,,
813,325,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:10:48.509,,
814,326,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:10:48.662,,
815,327,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:11:00.045,,
816,328,AA,1,S2,IA_Move,started,Right,2024-10-22 14:11:00.457,,
817,329,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:11:00.893,,
