user_id,scenary_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
64,CarAccident,real_life,1686815766,1686815766,X=-10163.472 Y=-1856.868 Z=100.726,X=-78.983 Y=96.610 Z=0.000,0.24245
64,CarAccident,real_life,1686815768,1686815768,X=-10163.472 Y=-1856.868 Z=100.726,X=-56.273 Y=97.895 Z=0.000,0.227463
64,CarAccident,real_life,1686815768,1686815768,X=-10163.472 Y=-1856.868 Z=100.726,X=-32.894 Y=103.453 Z=0.000,0.240315
64,CarAccident,real_life,1686815769,1686815769,X=-10163.472 Y=-1856.868 Z=100.726,X=-40.469 Y=96.817 Z=0.000,0.100711
64,CarAccident,real_life,1686815770,1686815770,X=-10163.472 Y=-1856.868 Z=100.726,X=-17.254 Y=99.286 Z=0.000,0.233458
64,CarAccident,real_life,1686815771,1686815771,X=-10163.472 Y=-1856.868 Z=100.726,X=-25.930 Y=92.962 Z=0.000,0.107356
64,CarAccident,real_life,1686815771,1686815771,X=-10163.472 Y=-1856.868 Z=100.726,X=-40.312 Y=94.959 Z=0.000,0.145207
64,CarAccident,real_life,1686815772,1686815772,X=-10163.472 Y=-1856.868 Z=100.726,X=-47.079 Y=107.361 Z=0.000,0.141276
64,CarAccident,real_life,1686815774,1686815774,X=-10163.472 Y=-1856.868 Z=100.726,X=-39.870 Y=93.861 Z=0.000,0.153041
64,CarAccident,real_life,1686815775,1686815775,X=-10163.472 Y=-1856.868 Z=100.726,X=-51.321 Y=110.776 Z=0.000,0.204271
64,CarAccident,real_life,1686815777,1686815777,X=-10163.472 Y=-1856.868 Z=100.726,X=-46.454 Y=129.453 Z=0.000,0.193009
64,CarAccident,real_life,1686815778,1686815778,X=-10163.472 Y=-1856.868 Z=100.726,X=-41.579 Y=114.438 Z=0.000,0.157874
64,CarAccident,real_life,1686815778,1686815778,X=-10163.472 Y=-1856.868 Z=100.726,X=-48.955 Y=106.753 Z=0.000,0.106517
64,CarAccident,real_life,1686815780,1686815780,X=-10163.472 Y=-1856.868 Z=100.726,X=-34.040 Y=110.985 Z=0.000,0.155038
64,CarAccident,real_life,1686815780,1686815780,X=-10163.472 Y=-1856.868 Z=100.726,X=-41.416 Y=104.170 Z=0.000,0.100421
64,CarAccident,real_life,1686815781,1686815781,X=-10163.472 Y=-1856.868 Z=100.726,X=-40.940 Y=86.387 Z=0.000,0.177899
64,CarAccident,real_life,1686815781,1686815781,X=-10163.472 Y=-1856.868 Z=100.726,X=-37.734 Y=76.738 Z=0.000,0.10168
